name,county,latitude,longitude,ownership
,Marsabit,1.4332669,37.8325199,GOK
,Tharaka-Nithi,-0.3843816666666667,37.629281666666664,GOK
,Marsabit,1.4332669,37.8325199,GOK
,Marsabit,1.4332669,37.8325199,GOK
,Marsabit,1.6313267,37.8057933,GOK
,Marsabit,1.6313267,37.8057933,GOK
,Marsabit,1.6313267,37.8057933,GOK
,Taita Taveta,-3.2909811,38.3042202,GOK
,Marsabit,1.6313267,37.8057933,GOK
,Tharaka-Nithi,-0.3845283333333333,37.62939166666667,GOK
,Marsabit,1.6313267,37.8057933,GOK
,Marsabit,1.4332669,37.8325199,GOK
,Taita Taveta,-3.3920266666666663,37.685293333333334,GOK
,Marsabit,1.6313267,37.8057933,GOK
,Marsabit,1.6313267,37.8057933,GOK
,Taita Taveta,-3.3480527,38.3012554,GOK
,Marsabit,1.4313267,37.8057933,GOK
,Makueni,-1.7915983333333334,37.36058333333334,GOK
,Taita Taveta,-3.3919383333333335,37.685235,GOK
,Makueni,-1.7916733333333337,37.360611666666664,GOK
,Marsabit,3.51128,38.975645,GOK
,Taita Taveta,,,GOK
,Makueni,-1.5518859,37.5026438,GOK
,Makueni,-1.7918483333333333,37.36048166666667,GOK
,Kitui,-2.1374994,38.1046234,GOK
,West Pokot,1.2813511,35.0733985,GOK
,Makueni,-1.6075637,37.5848731,GOK
,Nyeri,-0.556213,37.0314793,GOK
,Elgeyo/Marakwet,1.0632216666666667,35.58672333333333,GOK
,West Pokot,1.26297,35.106625,GOK
,Lamu,-2.419681666666667,40.71134666666667,GOK
,Taita Taveta,-3.391898333333333,37.68555166666667,GOK
,Marsabit,3.45418446,38.92760751,GOK
,Taita Taveta,-3.5581033,38.7486766,GOK
,Marsabit,3.45418446,38.92760751,GOK
,Taita Taveta,-3.5581085,38.7486218,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,2.0373633333333334,36.859245,GOK
,Samburu,2.037555,36.85915333333333,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Kwale,-4.2355057,39.3097593,GOK
,Marsabit,3.45418446,38.92760751,GOK
,Kwale,-4.3657900000000005,39.40871833333333,GOK
,Kwale,-4.356155,39.429163333333335,GOK
,Samburu,1.0887259,36.6863416,GOK
,Kwale,-4.356275,39.42912166666667,GOK
,Wajir,1.7003778,39.2175772,GOK
,Kwale,-4.373258333333334,39.424135,GOK
,Kwale,-4.314528333333333,39.40032166666666,GOK
,Taita Taveta,-3.5581307,38.7482731,GOK
,Kwale,-4.2980100000000006,39.454773333333335,GOK
,Samburu,1.0328889,37.2421976,GOK
,Taita Taveta,,,GOK
,Tharaka-Nithi,-0.2279493,37.6459567,GOK
,Taita Taveta,,,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Tana River,-2.472036666666667,40.54850833333333,GOK
,Samburu,1.1105302,37.0690448,GOK
,Samburu,1.1494149,37.2610946,GOK
,Taita Taveta,-3.5120373,38.3792863,GOK
,Samburu,1.00853,37.2542392,GOK
,Makueni,-1.8447952,37.428614,GOK
,Makueni,,,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,0.991465,37.21849,GOK
,Samburu,1.2702023,37.1966673,GOK
,Samburu,1.0884983333333333,36.687235,GOK
,Laikipia,0.6536799999999999,36.662569999999995,GOK
,Marsabit,3.51128,38.975645,GOK
,Laikipia,0.653805,36.662508333333335,GOK
,Samburu,1.1274983,37.2391869,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,1.2592816,37.1891017,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,0.8226667,37.0011117,GOK
,Taita Taveta,-3.2757013,38.3081732,GOK
,Busia,0.43843883,34.23066477,GOK
,Busia,0.48384,34.217935000000004,GOK
,Busia,0.5263979,34.2930315,GOK
,Samburu,0.8828166,37.0478484,GOK
,Taita Taveta,-3.4367003,38.3641482,GOK
,Taita Taveta,-3.4689619,38.4657706,GOK
,Samburu,2.2441843,36.8830404,GOK
,Taita Taveta,-3.4116612,38.3598694,GOK
,Busia,0.5413698,34.2867826,GOK
,Samburu,2.143923,36.783322,GOK
,West Pokot,1.2682433333333334,35.084981666666664,GOK
,Samburu,0.8655566666666666,36.61866333333333,GOK
,Kitui,-1.7081271,38.0633107,GOK
,Busia,0.6363905,34.2701167,GOK
,Samburu,2.2591633333333334,36.832031666666666,GOK
,Samburu,2.2441843,36.8830404,GOK
,Busia,0.6363905,34.2701167,GOK
,Samburu,2.2435699,36.8954778,GOK
,Makueni,-2.4185301,38.2035499,GOK
,Narok,-2.0232343,35.8969895,GOK
,Makueni,-1.8458324,37.36175966,GOK
,Samburu,2.2435699,36.8954778,GOK
,Samburu,1.0863181,36.6794699,GOK
,Samburu,1.1464357,36.5349552,GOK
,Kakamega,0.4065536,34.8694865,GOK
,Kwale,-4.384057,39.2980818,GOK
,Taita Taveta,-3.3784387,38.3312274,GOK
,Siaya,0.084562,34.1144069,GOK
,Narok,-2.0232343,35.8969895,GOK
,Taita Taveta,-3.5200903,38.7058844,GOK
,West Pokot,1.9567334,34.9373969,GOK
,Taita Taveta,-3.5200903,38.7058844,GOK
,Siaya,0.1090739,34.1519777,GOK
,Siaya,0.0863958,34.0918063,GOK
,Makueni,,,GOK
,West Pokot,1.2674966,35.0875025,GOK
,Kwale,-4.316971666666666,39.40434166666667,GOK
,Vihiga,0.0289216,34.5917695,GOK
,Kwale,-4.4226543,39.305867,GOK
,Kwale,-4.311465,39.44627166666667,GOK
,Samburu,2.3049521,36.8864021,GOK
,Vihiga,0.0276354,34.5831681,GOK
,Kwale,-4.387958333333333,39.38006333333333,GOK
,Vihiga,0.0289216,34.5917695,GOK
,Samburu,2.3252333333333333,36.877925,GOK
,Vihiga,0.029643,34.5890017,GOK
,Tana River,-1.5271666666666666,39.583999999999996,GOK
,Vihiga,0.027255,34.5899583,GOK
,Samburu,2.3262833333333335,36.87804666666667,GOK
,Turkana,2.867226666666667,36.10731833333333,GOK
,West Pokot,1.2894133333333333,35.13775166666667,GOK
,Samburu,2.3049521,36.8864021,GOK
,West Pokot,1.26052,35.06391,GOK
,Narok,-1.8675836,35.8240758,GOK
,Tana River,,,GOK
,Makueni,-2.4473012,37.983258,GOK
,Taita Taveta,-3.5581073,38.7486777,GOK
,Tana River,,,GOK
,Makueni,-2.3929284833333333,37.984646616666666,GOK
,Tana River,,,GOK
,Makueni,-2.39291675,37.98446143333333,GOK
,Makueni,-2.392857966666667,37.984432416666664,GOK
,Vihiga,0.1002948,34.6118337,GOK
,Tana River,,,GOK
,Vihiga,-0.0198087,34.5478197,GOK
,Taita Taveta,-3.5084893,38.3532861,GOK
,Tana River,,,GOK
,Taita Taveta,-3.5084893,38.3532861,GOK
,Vihiga,,,GOK
,Makueni,-2.5816005166666667,38.0587012,GOK
,Vihiga,0.0800989,34.850517,GOK
,Vihiga,0.0135349,34.7293583,GOK
,Taita Taveta,,,GOK
,Tana River,-1.1827967,39.78271,GOK
,Busia,0.5208217,34.245112,GOK
,Vihiga,,,GOK
,Tana River,-1.1827967,39.78271,GOK
,Tana River,-1.1827967,39.78271,GOK
,Vihiga,0.0789417,34.8531353,GOK
,Vihiga,0.067879,34.843618,GOK
,Lamu,-2.404796666666667,40.74688666666667,GOK
,Vihiga,0.0793776,34.8525866,GOK
,Narok,-1.8725339,35.8366872,GOK
,Vihiga,0.0795798,34.8529615,GOK
,Samburu,1.7300708,36.788178,GOK
,Garissa,0.5404083333333334,39.58848,GOK
,Vihiga,0.0940055,34.6419214,GOK
,Garissa,0.5513233333333333,39.56144,GOK
,Tana River,-1.5688216666666666,39.47851333333333,GOK
,Taita Taveta,-3.3806626,38.3809315,GOK
,Vihiga,0.0476514,34.6011103,GOK
,Busia,0.4547086,34.1234622,GOK
,Kitui,,,GOK
,Tana River,-1.5393750000000002,39.48146166666667,GOK
,Makueni,-1.7782866,37.6247607,GOK
,Tana River,-1.5425216666666666,39.483873333333335,GOK
,Garissa,0.5564199999999999,39.55750166666667,GOK
,Samburu,0.9411733333333333,36.58821833333333,GOK
,Busia,0.434514,34.3863658,GOK
,Turkana,2.4802438,35.6561884,GOK
,Makueni,-1.7887383333333333,37.35657666666667,GOK
,Samburu,0.9429316666666666,36.58853333333333,GOK
,Marsabit,3.51128,38.975645,GOK
,Turkana,2.4802438,35.6561884,GOK
,Makueni,-1.54925,37.4659721,GOK
,Marsabit,3.52462858,39.08868368,GOK
,Marsabit,3.51128,38.975645,GOK
,Busia,0.5253082,34.1537162,GOK
,Makueni,-1.5514825,37.4636378,GOK
,Kakamega,0.4465698,34.8632788,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Taita Taveta,-3.4446449,38.377641,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,,,GOK
,Samburu,1.0695216666666667,36.60856666666667,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,1.0696433333333333,36.60838666666667,GOK
,Makueni,-1.6164473,37.5709356,GOK
,Busia,0.4535731,34.1526731,GOK
,West Pokot,1.19595,35.138664999999996,GOK
,Marsabit,3.52462858,39.088688368,GOK
,West Pokot,1.2631183333333333,35.10655166666666,GOK
,Tharaka-Nithi,-0.07702666666666666,37.922871666666666,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.4760166666666663,39.131013333333335,GOK
,Taita Taveta,-3.3806626,38.3809315,GOK
,Marsabit,2.2124483333333336,37.87268166666667,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.431099,39.207182,GOK
,Marsabit,3.1001544,38.2564369,GOK
,Marsabit,3.51128,38.975645,GOK
,Taita Taveta,-3.432973333333334,37.689438333333335,GOK
,Marsabit,3.431099,39.207182,GOK
,Makueni,-2.322198333333333,37.998039999999996,GOK
,Nyandarua,-0.7696343,36.6230567,GOK
,Busia,0.4075015,34.1272879,GOK
,Taita Taveta,-3.4699019,38.377641,GOK
,Taita Taveta,-3.4328016666666663,37.689495,GOK
,Kwale,-4.0269328,39.3311626,GOK
,Kwale,-4.0269328,39.3311626,GOK
,Kakamega,0.6073819,34.8449979,GOK
,Marsabit,3.524021666666667,39.050320000000006,GOK
,Taita Taveta,-3.3918949999999994,37.68531333333333,GOK
,Marsabit,3.519838333333333,39.06536166666667,GOK
,Kwale,-4.0861304,39.1925609,GOK
,Lamu,-2.2773848,40.899498,GOK
,Samburu,0.8907366666666667,36.830645,GOK
,Samburu,0.87875,36.837046666666666,GOK
,Taita Taveta,-3.378553,38.3341909,GOK
,Kwale,,,GOK
,Kwale,,,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.132333,37.4276131,GOK
,Makueni,-1.5488732,37.4687544,GOK
,Makueni,-1.5488616,37.4687543,GOK
,West Pokot,1.220615,35.08994666666667,GOK
,Garissa,-1.666165,40.299095,GOK
,Taita Taveta,-3.4194858,38.4026449,GOK
,Kwale,,,GOK
,Marsabit,3.5274166,39.0709126,GOK
,Marsabit,3.132333,37.4276131,GOK
,Makueni,-2.4339972,38.0861184,GOK
,Narok,-1.7016992,35.8172581,GOK
,West Pokot,1.2330983333333334,35.091555,GOK
,Kilifi,-3.198963333333333,40.074846666666666,GOK
,Samburu,0.8907883333333333,36.83081666666667,GOK
,Makueni,-1.54925,37.4659721,GOK
,Taita Taveta,-3.3341966,38.4325713,GOK
,Marsabit,3.51115348,38.973606,GOK
,Makueni,-1.5161937,37.3494968,GOK
,Marsabit,3.51115348,38.973606,GOK
,Marsabit,3.51115348,38.973606,GOK
,Marsabit,3.4999516666666666,39.063568333333336,GOK
,Marsabit,3.5216933333333333,39.05238166666666,GOK
,Taita Taveta,-3.3341966,38.4325713,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Taita Taveta,-3.4060699999999997,38.56670166666667,GOK
,Marsabit,3.51115348,38.973606,GOK
,Marsabit,3.51115348,38.973606,GOK
,Marsabit,3.51115348,38.973606,GOK
,Taita Taveta,-3.4016716666666666,37.669641666666664,GOK
,Marsabit,3.530755,39.04114166666667,GOK
,Turkana,,,GOK
,Kajiado,-2.1007098,37.1297915,GOK
,Marsabit,3.530723333333333,39.041468333333334,GOK
,Laikipia,0.392545,37.1618689,GOK
,Marsabit,3.53074,39.041426666666666,GOK
,Samburu,0.860865,36.54202,GOK
,Marsabit,3.4008,38.75465,GOK
,Taita Taveta,-3.501476,38.32036,GOK
,Marsabit,3.51091,38.97303666,GOK
,Tharaka-Nithi,-0.2302828,37.6362664,GOK
,Kitui,-1.4239033333333335,37.866485,GOK
,Taita Taveta,-3.3341966,38.4325713,GOK
,Makueni,-1.9792021,37.3641919,GOK
,Marsabit,3.51091,38.973036666,GOK
,Marsabit,,38.9730366,GOK
,Taita Taveta,-3.4772,37.683218333333336,GOK
,Marsabit,3.51091,38.97303666,GOK
,Samburu,1.1478633,37.0166892,GOK
,Samburu,1.0348431,37.2395214,GOK
,Samburu,1.14786334,37.0166892,GOK
,Narok,-1.8772977,35.8254393,GOK
,Taita Taveta,-3.4629047,38.3124553,GOK
,Busia,0.5203364,34.2444174,GOK
,Nyeri,-0.4082431,36.9549466,GOK
,Taita Taveta,,,GOK
,Garissa,,,GOK
,Samburu,1.0348431,37.2395214,GOK
,Taita Taveta,-3.501476,38.32036,GOK
,Taita Taveta,-3.5023511,38.3704013,GOK
,Taita Taveta,-3.430496,38.4098811,GOK
,Taita Taveta,-3.5080245,38.3733631,GOK
,Taita Taveta,-3.430496,38.4098811,GOK
,Taita Taveta,-3.4807533,38.4498533,GOK
,Marsabit,3.4355,38.96498,GOK
,Taita Taveta,-3.4218042,38.3891432,GOK
,Taita Taveta,-3.4362171,38.3476898,GOK
,Siaya,-0.2808652,34.3707591,GOK
,Samburu,0.8221476,37.0014008,GOK
,Taita Taveta,-3.3733356,38.4785856,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,1.6506116666666666,37.110998333333335,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.4760849999999994,39.13057,GOK
,Busia,0.44851577,34.12389394,GOK
,Marsabit,3.475976666666667,39.130806666666665,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,1.6502949999999998,37.11167666666667,GOK
,Marsabit,3.4355,38.96498,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.4757733333333336,39.130649999999996,GOK
,Tharaka-Nithi,-0.25314135,37.67294593,GOK
,Samburu,1.6548317,37.1283721,GOK
,Samburu,0.8356333333333333,36.61898333333333,GOK
,Samburu,0.8121216,37.1364128,GOK
,Samburu,0.817996,36.6760028,GOK
,Samburu,0.2623783,37.8623395,GOK
,Narok,-1.8192955,35.7190169,GOK
,Taita Taveta,-3.4563307,38.349665,GOK
,Samburu,0.9148063,37.1350727,GOK
,Turkana,2.9259,36.02473,GOK
,Taita Taveta,-3.4563307,38.349665,GOK
,Busia,0.5300715,34.253795,GOK
,Samburu,0.9148063,37.1350727,GOK
,Turkana,,,GOK
,Samburu,0.9148063,37.1350727,GOK
,Samburu,0.9127025,37.1310524,GOK
,Turkana,,,GOK
,Samburu,0.8121216,37.1364128,GOK
,Samburu,0.8121216,37.1364128,GOK
,Taita Taveta,-3.3993294,38.3592111,GOK
,Kajiado,0.0,0.0,GOK
,Makueni,-2.5006468833333333,37.94562133333333,GOK
,Samburu,0.8243097,36.6911715,GOK
,Marsabit,3.1328538,37.4272794,GOK
,Taita Taveta,-3.3947283,38.3065261,GOK
,Marsabit,3.1328538,37.4272794,GOK
,Marsabit,3.1317285,37.4299486,GOK
,Samburu,0.824564,36.6898233,GOK
,Samburu,1.0865225,36.6918456,GOK
,Marsabit,3.51128,38.975645,GOK
,Makueni,-1.8371300000000002,37.318345,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,0.827682,36.697762,GOK
,Samburu,,,GOK
,Busia,0.5049809,34.2336492,GOK
,Samburu,1.0865225,36.6918456,GOK
,Marsabit,3.51128,38.975645,GOK
,West Pokot,1.2063883333333334,35.16325833333334,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,,,GOK
,West Pokot,1.3034133333333333,35.12856,GOK
,Samburu,0.8243097,36.6911715,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,0.9127025,37.1310524,GOK
,Marsabit,3.51128,38.975645,GOK
,Kwale,-3.7636376,39.1746861,GOK
,Marsabit,3.51128,38.975645,GOK
,Marsabit,3.4355,38.96498,GOK
,Taita Taveta,-3.3830624,38.3348495,GOK
,Makueni,-1.7859482,37.5975681,GOK
,Kwale,-3.7539887,39.1477018,GOK
,Taita Taveta,-3.3830624,38.3348495,GOK
,Marsabit,3.51128,38.975645,GOK
,Samburu,2.1010883333333337,36.92230666666667,GOK
,Kwale,-3.7335766,39.0464084,GOK
,Samburu,2.1009983333333335,36.921995,GOK
,Turkana,4.8670891,35.3937603,GOK
,Kwale,-3.7537787,39.1421735,GOK
,Trans Nzoia,0.8408183333333333,34.85371166666666,GOK
,Nakuru,-0.2422836,35.7303366,GOK
,Kwale,-3.7539887,39.1477018,GOK
,Samburu,2.1009333333333333,36.922105,GOK
,Turkana,,,GOK
,Kwale,-3.7302765,39.0432327,GOK
,Kwale,-3.7255635,39.0321574,GOK
,Elgeyo/Marakwet,1.0507166666666667,35.57038333333333,GOK
,Kwale,-3.7537441,39.1428239,GOK
,Marsabit,3.5654350000000004,38.644103333333334,GOK
,Kwale,-3.7636376,39.1746861,GOK
,Migori,-1.1130331,34.6242851,GOK
,Kwale,-3.7546752,39.143059,GOK
,Kwale,-3.751577,39.1314406,GOK
,Kwale,-3.7432863,39.0738427,GOK
,Busia,0.45200724,34.14256515,GOK
,Kwale,-3.7537787,39.1421735,GOK
,Nairobi,-1.2735603,36.9912316,GOK
,Marsabit,3.5651266666666666,38.64444,GOK
,Makueni,-1.5131323,37.3568447,GOK
,Samburu,0.8650377,36.7400274,GOK
,Samburu,0.8650377,36.7400274,GOK
,Narok,-1.1085683,34.6242851,GOK
,Narok,-1.9081773,35.7367639,GOK
,Nairobi,-1.2735168,36.992216,GOK
,Busia,0.4555044,34.1119838,GOK
,Nairobi,-1.2783436,36.993223,GOK
,Tana River,-2.3250033333333335,40.14934166666667,GOK
,Tharaka-Nithi,-0.2292523,37.6241905,GOK
,Marsabit,3.462784,38.9164036,GOK
,Taita Taveta,-3.5581042,38.7486792,GOK
,Nairobi,-1.2705437,36.9962439,GOK
,Turkana,2.1553466,35.5050624,GOK
,Marsabit,3.539522,39.0595162,GOK
,Nairobi,-1.2785858,36.993223,GOK
,Taita Taveta,-3.5569672,38.7480373,GOK
,Bomet,-0.6854166666666667,35.361470000000004,GOK
,Vihiga,-0.0114002,34.5713546,GOK
,Nairobi,-1.2735168,36.992216,GOK
,Vihiga,0.0286825,34.5886557,GOK
,Tharaka-Nithi,,,GOK
,Tharaka-Nithi,,,GOK
,Wajir,2.5194905,39.1574565,GOK
,Taita Taveta,-3.4092883333333335,38.491195,GOK
,Busia,0.5052204,34.3159405,GOK
,Samburu,0.6369567,37.3541728,GOK
,Vihiga,0.0363618,34.6021482,GOK
,Taita Taveta,,,GOK
,Kajiado,-2.3949357,37.537888,GOK
,Samburu,0.83563333333,36.6189833333,GOK
,Samburu,0.4582899,36.7999583,GOK
,Samburu,0.6369567,37.3541728,GOK
,Samburu,0.8373946,36.7231842,GOK
,Taita Taveta,-3.380678,38.3806025,GOK
,Makueni,-2.0154759,37.4429592,GOK
,Makueni,-1.8540038,37.3929053,GOK
,Vihiga,0.1169567,34.7428288,GOK
,Samburu,0.8369516,36.7198151,GOK
,Makueni,-1.7905739,37.2154672,GOK
,Samburu,0.6369567,37.3541728,GOK
,Makueni,-1.7905739,37.2154672,GOK
,Isiolo,1.3989746,39.300677,GOK
,Makueni,-1.7905739,37.2154672,GOK
,Makueni,-1.7905739,37.2154672,GOK
,Kakamega,0.20610294,34.505099,GOK
,Isiolo,1.1321995,39.1106203,GOK
,Makueni,-1.7905739,37.2154672,GOK
,Elgeyo/Marakwet,1.06617837,35.60373773,GOK
,Bomet,-0.8616579,35.4170607,GOK
,Makueni,-2.6717104,38.1333622,GOK
,Isiolo,1.3989746,39.300677,GOK
,Isiolo,1.1340809,39.1102949,GOK
,Elgeyo/Marakwet,1.06249976,35.59295376,GOK
,Taita Taveta,-3.380678,38.3806025,GOK
,Makueni,-2.6765547,38.1366647,GOK
,Vihiga,0.1083028,34.7445556,GOK
,Elgeyo/Marakwet,1.05479352,35.58849137,GOK
,Elgeyo/Marakwet,1.12685076,35.51018381,GOK
,Isiolo,1.1321995,39.1106203,GOK
,Elgeyo/Marakwet,1.08059963,35.59722741,GOK
,Tana River,-1.1961349,39.840067,GOK
,Elgeyo/Marakwet,1.06065257,35.60100857,GOK
,Tana River,-1.2003334,39.8394238,GOK
,Tharaka-Nithi,-0.2290095,37.6275175,GOK
,Bomet,-0.9424165,35.1713895,GOK
,Samburu,0.6369567,37.3541728,GOK
,Makueni,-2.247425483333333,37.97630358333333,GOK
,Makueni,-2.5989916666666666,38.07320333333333,GOK
,Taita Taveta,-3.4870333333333328,37.630691666666664,GOK
,Tharaka-Nithi,,,GOK
,Tana River,-1.1961349,39.840067,GOK
,Narok,-1.8564608,35.8510004,GOK
,Samburu,1.7686316666666664,36.89443833333333,GOK
,Kakamega,0.4153756,34.8491373,GOK
,Turkana,2.2148876,35.5478303,GOK
,Isiolo,1.43031,38.85052,GOK
,Samburu,0.8580433333333333,36.81135166666666,GOK
,Narok,-1.7591888,35.8404362,GOK
,Isiolo,1.371737,38.898747,GOK
,Samburu,0.1202868,37.3925715,GOK
,Marsabit,3.5220783333333334,39.04709666666667,GOK
,Makueni,-1.5342246,37.3822226,GOK
,Samburu,0.1186697,37.3862288,GOK
,Tharaka-Nithi,,,GOK
,Samburu,2.169773333333333,36.904635,GOK
,Taita Taveta,-3.3940068,38.2841224,GOK
,Makueni,-2.4777613,38.0626495,GOK
,Taita Taveta,-3.3951974,37.6873779,GOK
,Isiolo,1.3717455,38.8987317,GOK
,Taita Taveta,-3.3272371,38.3374836,GOK
,Taita Taveta,-3.4442649999999997,37.592005,GOK
,Taita Taveta,-3.4053866666666663,38.56813833333333,GOK
,West Pokot,1.2569942,35.0936938,GOK
,Turkana,3.250781,35.6992176,GOK
,Taita Taveta,-3.444326666666667,37.59208833333333,GOK
,Turkana,3.1058111,35.6240722,GOK
,Kakamega,0.2306211,34.7379935,GOK
,Turkana,3.1086711,35.6370569,GOK
,Taita Taveta,-3.483671666666667,37.68224166666666,GOK
,Taita Taveta,-3.483643333333333,37.68226833333333,GOK
,Turkana,3.0906082,35.629198,GOK
,Turkana,5.2913901,35.8295297,GOK
,Taita Taveta,-3.4368299999999996,37.68690333333333,GOK
,Samburu,2.1644947,36.9100844,GOK
,Taita Taveta,-3.5032326,38.3835638,GOK
,Isiolo,0.6398050000000001,36.95372,GOK
,Baringo,-0.036068333333333334,35.82069,GOK
,Kitui,-0.6577645,38.4582118,GOK
,Samburu,2.164225,36.9106016,GOK
,Baringo,0.08581166666666666,35.85303,GOK
,Samburu,1.4993,37.34172,GOK
,Samburu,2.1647508,36.9095934,GOK
,Taita Taveta,-3.378553,38.3341909,GOK
,Samburu,2.164225,36.9106016,GOK
,Samburu,1.4993,34.34742,GOK
,Taita Taveta,-3.3813734,38.3332031,GOK
,Samburu,0.7001226,37.6341712,GOK
,Marsabit,3.5995608,38.52855831,GOK
,Samburu,2.164225,36.9106016,GOK
,Marsabit,3.61378589,38.54499924,GOK
,Taita Taveta,-3.4589696,38.3101496,GOK
,Busia,0.4618505,34.1151144,GOK
,Taita Taveta,-3.3341966,38.4325713,GOK
,Makueni,-2.4885887,37.95151358333333,GOK
,Turkana,3.400006666666667,35.65363333333333,GOK
,Busia,0.34312756,34.33344417,GOK
,Vihiga,0.03936666666666667,34.66246833333333,GOK
,Embu,-0.45632521666666664,37.874746849999994,GOK
,Isiolo,1.483003,38.84818,GOK
,Samburu,1.8643847,37.2408595,GOK
,Samburu,1.0320033333333332,36.66822333333334,GOK
,Makueni,-1.9034063,37.7239339,GOK
,Samburu,0.8432816666666666,36.62531,GOK
,Samburu,1.8643847,37.2408595,GOK
,Narok,-1.7863133,35.8530449,GOK
,Samburu,0.7289532,37.655762,GOK
,Samburu,0.7288298,37.6558111,GOK
,Samburu,1.8643847,37.2408595,GOK
,Samburu,0.7094466,37.6218614,GOK
,Samburu,1.8646068,37.2503311,GOK
,Makueni,-1.751728,37.4663055,GOK
,Taita Taveta,-3.4926739,38.3611362,GOK
,Taita Taveta,-3.3903473,38.44868,GOK
,Taita Taveta,-3.5227044,38.3602824,GOK
,Samburu,0.7094466,37.6218614,GOK
,Makueni,-1.751728,37.4663055,GOK
,Taita Taveta,-3.4627746,38.426324,GOK
,Taita Taveta,-3.3540877,38.3289223,GOK
,Samburu,0.7094466,37.6218614,GOK
,Makueni,-2.6165443,38.0180032,GOK
,Taita Taveta,-3.4819001,38.44868,GOK
,Taita Taveta,-3.3857812,38.3792863,GOK
,Taita Taveta,-3.4443224,38.3631608,GOK
,Makueni,-2.6107763,38.0196573,GOK
,Taita Taveta,-3.4002206,38.3671103,GOK
,Makueni,-2.6094765,38.0213113,GOK
,Taita Taveta,-3.3691704,38.4815426,GOK
,Taita Taveta,-3.4856269,38.4342152,GOK
,Samburu,0.9474958,37.7076522,GOK
,Samburu,0.9474958,37.7076522,GOK
,Samburu,0.950619,37.7049936,GOK
,Taita Taveta,-3.4031133,38.33335,GOK
,Makueni,-1.8020033333333334,37.410893333333334,GOK
,Kakamega,0.6258711,34.7859894,GOK
,Kericho,-0.1667216,35.4595325,GOK
,Tharaka-Nithi,,,GOK
,Tharaka-Nithi,-0.3341084,37.6447752,GOK
,Taita Taveta,-3.55915,38.7517077,GOK
,Tharaka-Nithi,-0.3341084,37.6447752,GOK
,Taita Taveta,-3.3941479,38.3563929,GOK
,Samburu,0.8223132,36.8547963,GOK
,Kakamega,0.4833292,34.8422381,GOK
,Marsabit,3.45257479,39.171518,GOK
,Marsabit,3.446285,39.171518,GOK
,Tharaka-Nithi,-0.3437877,37.6291732,GOK
,Tharaka-Nithi,,,GOK
,Tharaka-Nithi,,,GOK
,Samburu,1.0999866666666667,36.698155,GOK
,Samburu,1.0999933333333334,36.69811333333334,GOK
,Samburu,0.9473432,37.7010056,GOK
,Makueni,-2.6757978,38.1369949,GOK
,Taita Taveta,-3.55915,38.7517077,GOK
,Marsabit,3.522765,39.051140000000004,GOK
,Marsabit,3.446285,39.171518,GOK
,Taita Taveta,-3.4956754,38.4039606,GOK
,Tana River,-2.4367266666666665,40.21591333333333,GOK
,Taita Taveta,-3.397035,37.68560333333333,GOK
,Taita Taveta,-3.446748333333333,38.624856666666666,GOK
